ID,Book ID,Image URL,local_image_path,Name,Book Code,Price,Publishers,Grade,Book Category
1406,22240,../public/books/1406.jpg,../public/books/1406.jpg,TOP MARK KCSE KISWAHILI MASWALI NA MAJIBU,KLB749,KES 693,Kenya Literature Bureau (KLB),FORM 4,Revision & Workbooks
1407,22459,../public/books/1407.jpg,../public/books/1407.jpg,UTAMU WA KISWAHILI 1,Longhorn 168,KES 449,Longhorn Publishers PLC,GRADE 1,Course Books
1408,22568,../public/books/1408.jpg,../public/books/1408.jpg,MWANGA WA KISWAHILI 7(LONGHORN),Longhorn 277,KES 580,Longhorn Publishers PLC,GRADE 7,Course Books
1409,22733,../public/books/1409.jpg,../public/books/1409.jpg,MAANA ZAIDI YA MOJA 2 [Kimeidhinishwa],Longhorn 442,KES 197,Longhorn Publishers PLC,OTHER,Reference
1410,27689,../public/books/1410.jpg,../public/books/1410.jpg,Test Book 1,Test001,KES 1,East African Educational Publishers,Pre-Primary 1,Course Books
1411,27696,../public/books/1411.jpg,../public/books/1411.jpg,Test Book 2,BOOK002,KES 1,East African Educational Publishers,Pre-Primary 1,Course Books
1412,27704,../public/books/1412.jpg,../public/books/1412.jpg,Test Book 4,TestBookFour,KES 1,High Flyer Services and Publishers,Pre-Primary 1,Course Books
1413,27713,../public/books/1413.jpg,../public/books/1413.jpg,Test Book 5,TestBookFive,KES 1,East African Educational Publishers,Pre-Primary 1,Course Books
1414,27703,../public/books/1414.jpg,../public/books/1414.jpg,Test Book 3,TestBookThree,KES 1,East African Educational Publishers,Pre-Primary 1,Course Books
1415,27714,../public/books/1415.jpg,../public/books/1415.jpg,Test Book 6,TestBookSix,KES 1,East African Educational Publishers,Pre-Primary 1,Course Books
1416,28501,../public/books/1416.jpg,../public/books/1416.jpg,The crocodile the frog and other stories,QUEENEX0041,KES 290,Queenex Publishers Ltd,GRADE 1,Story books
1417,28296,../public/books/1417.jpg,../public/books/1417.jpg,Longhorn CRE Activities PP2 (NEW),Longhorn016,KES 570,Longhorn Publishers PLC,Pre-Primary 2,Course Books
1418,21788,../public/books/1418.jpg,../public/books/1418.jpg,JOHARI'S REWARD - EDITION 1,KLB297,KES 171,Kenya Literature Bureau (KLB),OTHER,Story books
1419,21789,../public/books/1419.jpg,../public/books/1419.jpg,JULIAN IN TROUBLE - EDITION 1,KLB298,KES 214,Kenya Literature Bureau (KLB),OTHER,Story books
1420,21790,../public/books/1420.jpg,../public/books/1420.jpg,KALULU AND THE ANIMALS - EDITION 1,KLB299,KES 140,Kenya Literature Bureau (KLB),OTHER,Story books
1421,21793,../public/books/1421.jpg,../public/books/1421.jpg,THE YOUNG GENIUS,KLB302,KES 266,Kenya Literature Bureau (KLB),OTHER,Story books
1422,21834,../public/books/1422.jpg,../public/books/1422.jpg,MWANGA WA TUMAINI,KLB343,KES 216,Kenya Literature Bureau (KLB),OTHER,Story books
1423,21848,../public/books/1423.jpg,../public/books/1423.jpg,NASAHA BURUDANI -TAUSI,KLB357,KES 168,Kenya Literature Bureau (KLB),OTHER,Story books
1424,21849,../public/books/1424.jpg,../public/books/1424.jpg,NASAHA BURUDANI - CHEKECHEA PAKA,KLB358,KES 168,Kenya Literature Bureau (KLB),OTHER,Story books
1425,21850,../public/books/1425.jpg,../public/books/1425.jpg,NASAHA BURUDANI - CHEKECHEA NDEGE NA MAKINDA,KLB359,KES 168,Kenya Literature Bureau (KLB),OTHER,Story books
1426,21851,../public/books/1426.jpg,../public/books/1426.jpg,NASAHA BURUDANI - CHEKECHEA FISI,KLB360,KES 168,Kenya Literature Bureau (KLB),OTHER,Story books
1427,21853,../public/books/1427.jpg,../public/books/1427.jpg,NASAHA ZETU : TITI LA MAMA I,KLB362,KES 180,Kenya Literature Bureau (KLB),OTHER,Story books
1428,21854,../public/books/1428.jpg,../public/books/1428.jpg,NASAHA ZETU : BARUA YA MAUTI,KLB363,KES 300,Kenya Literature Bureau (KLB),OTHER,Story books
1429,21857,../public/books/1429.jpg,../public/books/1429.jpg,NDOTO ZA MATUMAINI,KLB366,KES 169,Kenya Literature Bureau (KLB),OTHER,Story books
1430,21871,../public/books/1430.jpg,../public/books/1430.jpg,SHIRO AND THE MONKEY - 1ST EDITION,KLB380,KES 115,Kenya Literature Bureau (KLB),OTHER,Story books
1431,21872,../public/books/1431.jpg,../public/books/1431.jpg,SHOSHO'S SECRET PET,KLB381,KES 210,Kenya Literature Bureau (KLB),OTHER,Story books
